"Annot_Gene"	"Annot_Christoforou_Uniprot_G.O_overlap"	"Annot_Christoforou_Uniprot_G.O_sum"	"Annot_HPA_Single_supportive"	"HPA.main.location"	"HPA.Other.loc"	"HPA.Reliability"	"Gene.ontology.cellular.component"	"Uniprot.Subcellular.location"	"overlap"	"clusters"	"assigned_location_Christoforou_Uniprot_G.O_overlap"	"precision_assigned_location_Christoforou_Uniprot_G.O_overlap"	"assigned_location_Christoforou_Uniprot_G.O_sum"	"precision_assigned_location_Christoforou_Uniprot_G.O_sum"	"assigned_location_HPA_Single_supportive"	"precision_assigned_location_HPA_Single_supportive"	"data_Gene"	"data_non_NUM_space"	"data_Christoforou_126"	"data_Christoforou_127N"	"data_Christoforou_127C"	"data_Christoforou_128N"	"data_Christoforou_128C"	"data_Christoforou_129N"	"data_Christoforou_129C"	"data_Christoforou_130N"	"data_Christoforou_131"	"data_Christoforou_130C"	"data_non_NUM_space.1"	"data_Rodriguez_Pineiro_1"	"data_Rodriguez_Pineiro_2"	"data_Rodriguez_Pineiro_3"	"data_Rodriguez_Pineiro_4"	"data_Rodriguez_Pineiro_5"	"data_Rodriguez_Pineiro_6"	"data_Rodriguez_Pineiro_7"	"data_Rodriguez_Pineiro_8"	"data_Rodriguez_Pineiro_9"	"data_Rodriguez_Pineiro_10"	"data_Rodriguez_Pineiro_11"	"data_X"	"data_Cyt.Andreyev"	"data_Nucl.Andreyev"	"data_Microsomes.Andreyev"	"data_PM.Andreyev"	"data_ER.Andreyev"	"data_Mito.Andreyev"	"data_X.1"	"data_Cyt.Carvalho"	"data_Nucl.Carvalho"	"data_Mit.Carvalho"	"data_X.2"	"data_Cyt.Boisvert"	"data_Nucl.Boisvert"	"data_Nucleolus.Boisvert"	"data_X.3"	"data_Cyt.Pinto"	"data_Nucl.Pinto"	"data_Tot.Pinto"	"data_X.4"	"data_Cyt.Choi"	"data_Nucl.Choi"	"data_Pellet.Choi"	"data_Nucl.soluble.Choi"	"data_X.5"	"data_Cyt.Mulvey"	"data_Nucl.Mulvey"	"data_Total.Mulvey"	"data_X.6"	"data_cyt.Bileck"	"data_Nucl.Bileck"	"data_X.7"	"data_Cyt.Thakar"	"data_Nucl.Thakar"	"data_TOT.Thakar"	"data_X.8"	"data_Cyt.Larance"	"data_Nucleus.Larance"	"data_Cytoskeleton.Larance"	"data_Membrane.Larance"
"B4GALT1"	""	""	"GOLGI"	"Golgi apparatus"	NA	"Supportive"	"basolateral plasma membrane; brush border membrane; desmosome; external side of plasma membrane; extracellular space; extracellular vesicular exosome; glycocalyx; Golgi apparatus; Golgi membrane; Golgi trans cisterna; integral component of membrane; membrane; plasma membrane"	" Isoform Long: Golgi apparatus Golgi stack membrane; Single-pass type II membrane protein Cell membrane; Single-pass type II membrane protein Cell surface Note=Found in trans cisternae of Golgi;  Isoform Short: Golgi apparatus Golgi stack membrane; Single-pass type II membrane protein Note=Found in trans cisternae of Golgi;  Processed beta-14-galactosyltransferase 1: Secreted Note=Soluble form found in body fluids"	"overlaps 4"	456	"PM"	0.5	"PM"	0.5	"GOLGI"	1	"B4GALT1"	"-"	1	14	32	20	50	48	14	12	12	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	78	21	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	100	1	NA	1	1	100	NA	1	1	1	99
"BET1"	""	""	""	NA	NA	NA	"cis-Golgi network; endoplasmic reticulum; Golgi cisterna; Golgi membrane; integral component of membrane; membrane"	" Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type IV membrane protein {ECO:0000250} Golgi apparatus cis-Golgi network membrane {ECO:0000250} Golgi apparatus membrane {ECO:0000250} Note=Concentrated most in the intermediate compartment/cis-Golgi network and the cis-Golgi cisternae 1 and 2 Greatly reduced in concentration at the trans end of the Golgi apparatus (By similarity) {ECO:0000250}"	"overlaps 5"	456	"PM"	0.5	"PM"	0.5	"GOLGI"	1	"BET1"	"-"	1	26	26	12	34	48	14	18	16	6	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	19	79	1	NA	1	1	1	NA	1	1	1	1	NA	51	49	1	NA	100	1	NA	50	50	1	NA	1	1	1	99
"CNNM3"	"PM"	"PM"	""	"Cytoplasm"	NA	"Uncertain"	"integral component of membrane; membrane; plasma membrane"	" Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}"	"overlaps 4"	456	"PM"	0.5	"PM"	0.5	"GOLGI"	1	"CNNM3"	"-"	1	36	28	18	36	32	16	18	14	1	"-"	1	1	1	1	126	1	1	1	46	1	28	NA	1	1	1	1	1	1	NA	1	1	1	NA	47	52	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	56	44	NA	1	1	1	NA	1	7	1	93
"ISCA1"	"MITOCHONDRION"	"MITOCHONDRION"	""	NA	NA	NA	"mitochondrion"	" Mitochondrion {ECO:0000269|PubMed:15262227 ECO:0000269|PubMed:22323289}"	"overlaps 3"	456	"PM"	0.5	"PM"	0.5	"GOLGI"	1	"ISCA1"	"-"	10	4	6	1	12	20	34	62	42	8	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	96	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	100	1	NA	1	1	1	NA	1	1	1	100
"SLC2A3"	"PM"	"PM"	""	"Plasma membrane"	NA	"Uncertain"	"extracellular vesicular exosome; integral component of membrane; plasma membrane"	" Membrane; Multi-pass membrane protein"	"overlaps 3"	456	"PM"	0.5	"PM"	0.5	"GOLGI"	1	"SLC2A3"	"-"	1	40	36	26	42	26	14	8	6	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	62	37	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	99	1	NA	1	1	1	NA	1	1	1	100
"TRUB1"	""	""	""	"Vesicles;Cytoskeleton (Actin filaments)"	NA	"Supportive"	NA	NA	"overlaps 4"	456	"PM"	0.5	"PM"	0.5	"GOLGI"	1	"TRUB1"	"-"	124	14	18	4	6	8	4	6	6	10	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	68	28	4	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	100	1	NA	1	1	100	NA	1	2	1	98
"YIPF5"	"ER"	"ER"	""	NA	NA	NA	"endoplasmic reticulum exit site; ER to Golgi transport vesicle; Golgi apparatus; integral component of membrane; nuclear outer membrane-endoplasmic reticulum membrane network"	" Endoplasmic reticulum membrane; Multi-pass membrane protein Golgi apparatus Golgi stack membrane; Multi-pass membrane protein Cytoplasmic vesicle COPII-coated vesicle Note=Enriched at the endoplasmic reticulum exit sites Incorporated into COPII coated vesicles"	"overlaps 4"	456	"PM"	0.5	"PM"	0.5	"GOLGI"	1	"YIPF5"	"-"	1	6	12	12	48	34	14	42	26	4	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	56	52	58	16	18	NA	1	1	1	NA	45	54	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	100	1	NA	1	1	1	NA	1	1	1	100
"ABI1"	"PM"	"PM"	""	"Plasma membrane;Cell Junctions"	"Cytoplasm"	"Supportive"	"cell junction; cytoskeleton; cytosol; endoplasmic reticulum; extracellular vesicular exosome; filopodium; intracellular; lamellipodium; neuron projection; nucleus; postsynaptic membrane; SCAR complex"	" Cytoplasm {ECO:0000250} Nucleus {ECO:0000250} Cell projection lamellipodium {ECO:0000250} Cell projection filopodium {ECO:0000250} Cell projection growth cone {ECO:0000250} Cell junction synapse postsynaptic cell membrane postsynaptic density {ECO:0000250} Cytoplasm cytoskeleton {ECO:0000250} Note=Localized to protruding lamellipodia and filopodia tips Also localized to neuronal growth cones and synaptosomes May shuttle from the postsynaptic densities to the nucleus (By similarity) {ECO:0000250}"	"overlaps 9"	1	"PM"	1	"PM"	1	"NUCLEUS"	0.666666666666667	"ABI1"	"-"	6	64	40	22	30	18	6	6	6	1	"-"	46	122	30	1	1	1	1	1	1	1	1	NA	1	1	60	122	16	1	NA	28	71	1	NA	70	29	1	NA	1	36	64	NA	1	1	1	1	NA	65	1	35	NA	31	69	NA	89	1	11	NA	61	1	1	38
"EXOC1"	""	""	""	"Plasma membrane"	"Cytoplasm;Cytoskeleton (Microtubules)"	"Uncertain"	"exocyst; membrane; plasma membrane"	NA	"overlaps 8"	1	"PM"	1	"PM"	1	"NUCLEUS"	0.666666666666667	"EXOC1"	"-"	4	62	32	20	22	26	14	8	10	4	"-"	1	98	102	1	1	1	1	1	1	1	1	NA	1	44	6	52	42	56	NA	4	95	1	NA	1	1	1	NA	1	24	76	NA	1	1	1	1	NA	1	1	100	NA	19	81	NA	87	1	13	NA	85	1	11	3
"EXOC3"	""	""	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"exocyst; secretory granule membrane"	NA	"overlaps 9"	1	"PM"	1	"PM"	1	"NUCLEUS"	0.666666666666667	"EXOC3"	"-"	6	48	26	20	30	26	12	14	14	1	"-"	62	90	28	6	6	6	1	1	1	1	1	NA	1	1	30	118	52	1	NA	6	90	4	NA	84	13	3	NA	1	1	100	NA	1	1	1	1	NA	11	1	89	NA	29	71	NA	98	1	2	NA	58	1	1	42
"EXOC4"	""	""	"NUCLEUS"	"Nucleoli"	"Nucleus"	"Supportive"	"cytoplasm; exocyst; growth cone membrane; membrane; myelin sheath abaxonal region; plasma membrane"	NA	"overlaps 9"	1	"PM"	1	"PM"	1	"NUCLEUS"	0.666666666666667	"EXOC4"	"-"	8	46	28	18	28	24	14	16	14	4	"-"	46	70	76	1	1	1	1	1	1	1	1	NA	8	1	36	88	64	4	NA	9	89	2	NA	74	19	7	NA	1	6	94	NA	1	1	1	1	NA	94	6	1	NA	21	79	NA	92	1	8	NA	81	1	1	19
"MACF1"	""	""	"PM"	"Plasma membrane"	NA	"Supportive"	"cytoplasm; cytoskeleton; Golgi apparatus; microtubule; plasma membrane; ruffle membrane"	" Isoform 2: Cytoplasm cytoskeleton Cytoplasm Golgi apparatus Cell membrane Cell projection ruffle membrane Note=The phosphorylated form is found in the cytoplasm while the non-phosphorylated form associates with the microtubules (By similarity) Localizes to the tips of microtubules APC controls its localization to the cell membrane which is critical for its function in microtubule stabilization {ECO:0000250};  Isoform 1: Cytoplasm Golgi apparatus Note=Localizes to the tips of microtubules"	"overlaps 9"	1	"PM"	1	"PM"	1	"NUCLEUS"	0.666666666666667	"MACF1"	"-"	1	1	6	4	16	60	54	24	26	8	"-"	1	132	54	10	1	1	1	1	1	4	1	NA	12	20	24	10	80	52	NA	21	42	37	NA	84	15	1	NA	1	7	93	NA	20	30	37	14	NA	37	50	14	NA	21	79	NA	99	1	1	NA	1	1	1	1
"SMC4"	""	""	""	"Nucleus but not nucleoli"	"Cytoplasm"	"Supportive"	"condensin complex; cytoplasm; cytosol; nucleoplasm; nucleus"	" Nucleus {ECO:0000269|PubMed:10958694} Cytoplasm {ECO:0000269|PubMed:10958694} Chromosome {ECO:0000269|PubMed:10958694} Note=In interphase cells the majority of the condensin complex is found in the cytoplasm while a minority of the complex is associated with chromatin A subpopulation of the complex however remains associated with chromosome foci in interphase cells During mitosis most of the condensin complex is associated with the chromatin At the onset of prophase the regulatory subunits of the complex are phosphorylated by CDC2 leading to condensin's association with chromosome arms and to chromosome condensation Dissociation from chromosomes is observed in late telophase"	"overlaps 10"	1	"PM"	1	"PM"	1	"NUCLEUS"	0.666666666666667	"SMC4"	"-"	22	8	8	4	6	10	20	46	48	26	"-"	38	98	62	1	1	1	1	1	1	1	1	NA	20	62	56	30	4	28	NA	18	81	2	NA	66	23	11	NA	1	1	100	NA	1	47	34	18	NA	91	9	1	NA	42	58	NA	84	2	14	NA	65	1	1	35
"CUL4A"	""	"NUCLEUS"	""	"Nucleus but not nucleoli"	NA	"Uncertain"	"Cul4A-RING E3 ubiquitin ligase complex; Cul4-RING E3 ubiquitin ligase complex"	NA	"overlaps 8"	118	"PM"	1	"NUCLEUS"	0.333333333333333	NA	NA	"CUL4A"	"-"	54	6	18	6	22	18	12	26	28	10	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	64	92	14	1	18	12	NA	56	44	1	NA	57	42	1	NA	1	1	1	NA	36	21	37	5	NA	41	17	42	NA	81	19	NA	71	2	26	NA	67	5	1	29
"FAM129A"	"PM"	"PM"	""	"Plasma membrane;Cytoplasm"	NA	"Supportive"	"cytoplasm; extracellular vesicular exosome; membrane; plasma membrane"	" Cytoplasm "	"overlaps 7"	118	"PM"	1	"NUCLEUS"	0.333333333333333	NA	NA	"FAM129A"	"-"	10	80	46	24	20	14	4	1	1	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	112	88	1	1	1	1	NA	70	29	1	NA	95	1	3	NA	1	1	1	NA	100	1	1	1	NA	85	15	1	NA	100	1	NA	71	1	29	NA	1	1	1	1
"HEATR3"	""	""	""	"Nucleus"	"Cytoplasm"	"Uncertain"	NA	NA	"overlaps 6"	118	"PM"	1	"NUCLEUS"	0.333333333333333	NA	NA	"HEATR3"	"-"	160	4	4	4	1	4	4	1	4	16	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	96	86	20	1	1	1	NA	1	1	1	NA	63	36	1	NA	1	1	1	NA	1	1	100	1	NA	65	35	1	NA	99	1	NA	85	1	15	NA	1	1	1	1
"KPNA6"	""	""	""	"Cytoplasm"	"Nucleus but not nucleoli"	"Uncertain"	"cytoplasm; membrane; nucleus"	NA	"overlaps 7"	118	"PM"	1	"NUCLEUS"	0.333333333333333	NA	NA	"KPNA6"	"-"	82	32	20	8	4	6	4	10	8	28	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	98	102	1	1	1	1	NA	30	70	1	NA	67	29	5	NA	1	1	1	NA	69	1	31	1	NA	1	1	1	NA	86	14	NA	91	1	8	NA	33	6	33	28
"PRPS1"	""	"CYTOSOL"	""	"Cytoplasm"	NA	"Uncertain"	"cytosol"	NA	"overlaps 8"	118	"PM"	1	"NUCLEUS"	0.333333333333333	NA	NA	"PRPS1"	"-"	90	18	20	8	12	12	8	16	12	4	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	70	130	1	1	1	1	NA	66	33	1	NA	89	9	1	NA	1	1	1	NA	100	1	1	1	NA	36	3	60	NA	100	1	NA	80	1	19	NA	99	1	1	1
"SEC13"	""	""	""	"Nucleus but not nucleoli;Vesicles"	NA	"Supportive"	"cytosol; endoplasmic reticulum membrane; ER to Golgi transport vesicle membrane; extracellular vesicular exosome; Golgi membrane; nuclear envelope; nuclear pore outer ring"	" Cytoplasmic vesicle COPII-coated vesicle membrane; Peripheral membrane protein; Cytoplasmic side Endoplasmic reticulum membrane; Peripheral membrane protein; Cytoplasmic side Nucleus nuclear pore complex Note=In interphase localizes at both sides of the NPC"	"overlaps 8"	118	"PM"	1	"NUCLEUS"	0.333333333333333	NA	NA	"SEC13"	"-"	56	12	14	6	10	8	8	26	22	40	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	74	72	36	1	1	18	NA	24	75	1	NA	73	26	1	NA	1	1	1	NA	79	1	21	1	NA	34	16	50	NA	62	38	NA	67	14	19	NA	58	2	35	5
"TRMT1"	""	""	""	NA	NA	NA	NA	NA	"overlaps 7"	118	"PM"	1	"NUCLEUS"	0.333333333333333	NA	NA	"TRMT1"	"-"	124	12	16	1	4	4	6	16	14	4	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	68	130	1	1	1	1	NA	94	3	3	NA	44	41	15	NA	47	1	53	NA	1	1	1	1	NA	1	1	1	NA	100	1	NA	75	1	25	NA	47	1	1	52
"HERC2"	""	""	""	"Vesicles"	NA	"Uncertain"	"cytoplasm; cytoskeleton; membrane; mitochondrial inner membrane; nucleus"	" Cytoplasm Cytoplasm cytoskeleton microtubule organizing center centrosome centriole Nucleus Note=Recruited to sites of DNA damage in response to ionizing radiation (IR) via its interaction with RNF8 May loose association with centrosomes during mitosis"	"overlaps 6"	156	"PM"	1	"PM"	1	NA	NA	"HERC2"	"-"	30	12	14	6	18	26	16	28	38	10	"-"	1	1	192	1	4	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	40	59	2	NA	41	14	45	NA	1	1	1	NA	1	1	1	1	NA	100	1	1	NA	1	1	NA	80	8	12	NA	75	1	1	25
"PRKCI"	"PM"	"PM"	""	"Cytoplasm"	"Cytoskeleton (Microtubules);Cytoskeleton (Cytokinetic bridge)"	"Supportive"	"apical plasma membrane; cell leading edge; cytoplasm; cytosol; endosome; extracellular vesicular exosome; Golgi membrane; intercellular bridge; microtubule cytoskeleton; nucleus; plasma membrane; protein complex; Schmidt-Lanterman incisure"	" Cytoplasm Membrane Endosome Nucleus Note=Transported into the endosome through interaction with SQSTM1/p62 After phosphorylation by SRC transported into the nucleus through interaction with KPNB1 Colocalizes with CDK7 in the cytoplasm and nucleus Transported to vesicular tubular clusters (VTCs) through interaction with RAB2A"	"overlaps 7"	156	"PM"	1	"PM"	1	NA	NA	"PRKCI"	"-"	14	64	38	20	34	14	6	6	4	1	"-"	1	1	200	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	64	35	1	NA	89	9	1	NA	27	1	73	NA	1	1	1	1	NA	100	1	1	NA	1	1	NA	90	4	6	NA	58	1	11	31
"DOCK6"	""	""	"CYTOSOL"	"Cytoplasm"	NA	"Supportive"	"cytosol"	" Cytoplasm {ECO:0000269|PubMed:17196961} Cytoplasm perinuclear region {ECO:0000269|PubMed:17196961} Note=Mainly located near the cell surface"	"overlaps 4"	162	"PM"	1	"PM"	1	"CYTOSOL"	1	"DOCK6"	"-"	8	20	16	14	34	40	18	22	20	10	"-"	1	1	1	200	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	93	7	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	100	NA	1	20	1	80
"EPHB4"	"PM"	"PM"	""	NA	NA	NA	"extracellular vesicular exosome; integral component of plasma membrane"	" Cell membrane {ECO:0000269|PubMed:8188704}; Single-pass type I membrane protein {ECO:0000269|PubMed:8188704}"	"overlaps 4"	162	"PM"	1	"PM"	1	"CYTOSOL"	1	"EPHB4"	"-"	1	54	42	24	36	22	10	6	4	1	"-"	44	4	1	154	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	35	65	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	100	NA	1	1	1	100
"ANK2"	""	""	""	"Nucleus but not nucleoli"	"Cytoplasm"	"Uncertain"	"A band; basolateral plasma membrane; costamere; cytoskeleton; cytosol; integral component of plasma membrane; intercalated disc; intracellular; M band; membrane raft; neuron projection; perinuclear region of cytoplasm; plasma membrane; postsynaptic membrane; sarcolemma; T-tubule; Z disc"	" Cytoplasm cytoskeleton {ECO:0000269|PubMed:19007774} Membrane {ECO:0000269|PubMed:19007774} Cytoplasm myofibril sarcomere M line {ECO:0000250} Apical cell membrane {ECO:0000250} Cell membrane {ECO:0000269|PubMed:19007774} Cell junction synapse postsynaptic cell membrane {ECO:0000250} Note=Expressed at the apical membrane of airway lung epithelial cells (By similarity) Localized to the plasma membrane of the inner segments of photoreceptors in retina Colocalizes with SPTBN1 in a distict intracellular compartment of neonatal cardiomyocytes (By similarity) In skeletal muscle localizes to neuromuscular junctions (By similarity) {ECO:0000250}"	"overlaps 3"	239	"PM"	1	"PM"	1	"CYTOSOL"	1	"ANK2"	"-"	6	56	32	22	22	26	16	12	4	4	"-"	1	1	200	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	100	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	67	2	1	31
"ERI1"	""	""	""	NA	NA	NA	"cytoplasm; histone pre-mRNA 3'end processing complex; nucleolus; nucleus"	" Cytoplasm {ECO:0000269|PubMed:16912046} Nucleus {ECO:0000269|PubMed:16912046} Nucleus nucleolus {ECO:0000269|PubMed:16912046}"	"overlaps 3"	239	"PM"	1	"PM"	1	"CYTOSOL"	1	"ERI1"	"-"	58	8	6	8	16	16	8	26	38	16	"-"	1	1	200	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	66	34	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	42	1	58	NA	1	1	1	1
"IGHMBP2"	""	""	""	"Nucleus"	NA	"Uncertain"	"axon; cytoplasm; growth cone; membrane; nucleus; ribonucleoprotein complex"	" Nucleus {ECO:0000269|PubMed:19299493} Cytoplasm {ECO:0000269|PubMed:19299493} Cell projection axon {ECO:0000250} Note=Colocalizes with the translation initiation factor EIF4G2 {ECO:0000250}"	"overlaps 4"	239	"PM"	1	"PM"	1	"CYTOSOL"	1	"IGHMBP2"	"-"	52	4	12	4	4	16	8	34	46	18	"-"	1	1	200	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	21	68	11	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	71	29	NA	98	1	2	NA	1	1	1	1
"LARP4"	""	""	"CYTOSOL"	"Cytoplasm"	NA	"Supportive"	"membrane"	NA	"overlaps 7"	239	"PM"	1	"PM"	1	"CYTOSOL"	1	"LARP4"	"-"	52	8	14	4	10	16	18	26	30	24	"-"	1	10	190	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	43	39	18	NA	64	31	4	NA	1	10	90	NA	1	1	1	1	NA	1	1	1	NA	79	21	NA	70	6	24	NA	30	3	1	67
"SLC12A7"	"PM"	"PM"	""	NA	NA	NA	"integral component of plasma membrane; plasma membrane"	" Cell membrane; Multi-pass membrane protein"	"overlaps 5"	239	"PM"	1	"PM"	1	"CYTOSOL"	1	"SLC12A7"	"-"	1	38	28	22	44	34	14	10	8	1	"-"	1	1	200	1	1	1	1	1	1	1	1	NA	1	1	8	82	92	20	NA	1	1	1	NA	58	8	34	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	100	1	NA	1	1	1	NA	1	1	14	85
"APLP2"	""	""	""	"Vesicles"	NA	"Uncertain"	"extracellular vesicular exosome; integral component of membrane; membrane; nucleus; plasma membrane"	" Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305} Nucleus {ECO:0000305}"	"overlaps 4"	322	"PM"	1	"NUCLEUS"	0.5	"NUCLEUS"	1	"APLP2"	"-"	1	12	30	24	44	34	18	18	16	4	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	98	1	1	NA	27	26	47	NA	1	1	1	1	NA	1	1	1	NA	100	1	NA	1	1	100	NA	1	1	1	1
"ATP6V1F"	""	""	""	NA	NA	NA	"cytosol; extracellular vesicular exosome; membrane; proton-transporting two-sector ATPase complex; proton-transporting V-type ATPase, V1 domain; vacuolar proton-transporting V-type ATPase complex"	NA	"overlaps 6"	322	"PM"	1	"NUCLEUS"	0.5	"NUCLEUS"	1	"ATP6V1F"	"-"	24	16	16	16	38	28	14	26	18	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	30	16	24	78	34	18	NA	1	1	1	NA	78	21	1	NA	6	71	22	NA	1	1	1	1	NA	51	49	1	NA	78	22	NA	41	1	59	NA	1	1	1	1
"ITCH"	""	""	""	"Nucleus"	"Cytoplasm"	"Supportive"	"cytoplasm; cytosol; extracellular vesicular exosome; membrane; nucleus; plasma membrane"	" Cell membrane Cytoplasm {ECO:0000250} Nucleus Note=Associates with endocytic vesicles May be recruited to exosomes by NDFIP1"	"overlaps 4"	322	"PM"	1	"NUCLEUS"	0.5	"NUCLEUS"	1	"ITCH"	"-"	6	52	40	24	28	20	10	6	8	4	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	58	40	3	NA	1	1	1	NA	1	1	1	1	NA	61	39	1	NA	89	11	NA	21	1	79	NA	1	1	1	1
"KANK2"	""	""	""	NA	NA	NA	"cytoplasm; mitochondrion"	" Cytoplasm Mitochondrion"	"overlaps 5"	322	"PM"	1	"NUCLEUS"	0.5	"NUCLEUS"	1	"KANK2"	"-"	10	46	24	18	28	32	16	12	12	6	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	56	41	3	NA	1	1	1	NA	34	12	54	1	NA	5	95	1	NA	100	1	NA	23	1	77	NA	1	1	1	1
"KCMF1"	""	""	""	"Cytoplasm"	"Nucleus but not nucleoli"	"Supportive"	NA	NA	"overlaps 5"	322	"PM"	1	"NUCLEUS"	0.5	"NUCLEUS"	1	"KCMF1"	"-"	98	20	18	8	12	10	1	10	22	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	85	15	1	NA	92	6	1	NA	1	1	1	NA	1	1	1	1	NA	44	1	56	NA	100	1	NA	1	1	100	NA	1	1	1	1
"TAOK1"	"PM"	"PM"	""	"Vesicles"	NA	"Uncertain"	"cytosol; extracellular vesicular exosome"	" Cytoplasm "	"overlaps 5"	322	"PM"	1	"NUCLEUS"	0.5	"NUCLEUS"	1	"TAOK1"	"-"	1	76	42	22	22	18	6	6	4	4	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	71	23	5	NA	1	1	1	NA	1	1	1	1	NA	17	64	18	NA	63	37	NA	1	1	100	NA	15	25	1	60
"USP28"	""	"NUCLEUS"	"NUCLEUS"	"Nucleus"	"Nucleoli"	"Supportive"	"nucleolus; nucleoplasm; nucleus; protein complex"	" Nucleus nucleoplasm {ECO:0000269|PubMed:17558397}"	"overlaps 3"	322	"PM"	1	"NUCLEUS"	0.5	"NUCLEUS"	1	"USP28"	"-"	142	8	22	1	1	4	4	1	8	8	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	32	28	40	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	100	1	NA	1	1	100	NA	1	1	1	1
"DIP2B"	"PM"	"PM"	""	NA	NA	NA	"cytoplasm; extracellular vesicular exosome; membrane; nucleus"	NA	"overlaps 7"	338	"PM"	1	"PM"	1	NA	NA	"DIP2B"	"-"	8	68	40	24	28	14	6	6	4	4	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	22	120	54	4	NA	8	87	5	NA	11	5	84	NA	6	1	94	NA	1	1	1	1	NA	1	1	1	NA	1	100	NA	77	1	23	NA	70	2	25	3
"KDELR1"	""	""	""	NA	NA	NA	"cis-Golgi network; cytoplasmic vesicle; endoplasmic reticulum; endoplasmic reticulum-Golgi intermediate compartment; Golgi apparatus; integral component of membrane; membrane"	" Cytoplasmic vesicle COPI-coated vesicle membrane {ECO:0000269|PubMed:14517323}; Multi-pass membrane protein {ECO:0000269|PubMed:14517323} Endoplasmic reticulum membrane {ECO:0000269|PubMed:14517323}; Multi-pass membrane protein {ECO:0000269|PubMed:14517323} Endoplasmic reticulum-Golgi intermediate compartment membrane {ECO:0000269|PubMed:14517323}"	"overlaps 7"	338	"PM"	1	"PM"	1	NA	NA	"KDELR1"	"-"	1	20	30	16	42	20	14	34	24	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	16	88	94	1	NA	6	93	1	NA	1	3	96	NA	1	10	90	NA	31	25	44	1	NA	1	1	1	NA	1	1	NA	1	1	100	NA	1	5	53	41
